scenario,apport,prix_total,duree_emprunt_ans,horizon_ans,revente_factor,loyer_mois,rendement_label,principal,mensualite_mois,mortgage_paid_total,capital_restant,encaisse_revente,encaisse_Y2,proceeds_at_H,cout_childcare_total,cashflow_immo_an,net_immo_only,net_avec_babs_soir,net_avec_babs_mixte,net_avec_babs_comp,cout_net_total,heures_semaine
SC_trans_sell,10000,120000,25,3,1.0,,2.5%_brut,110000,539,12935,104142,,-886,-902,12400,,,,,,36237,
SC_trans_sell,10000,120000,25,3,1.0,,3.0%_brut,110000,539,12935,104142,,-886,-905,12400,,,,,,36240,
SC_trans_rent,10000,120000,25,3,1.0,600,,110000,539,19402,101065,,-886,2191,12400,-4117,,,,,37261,
SC_trans_rent,10000,120000,25,3,1.0,1000,,110000,539,19402,101065,,-886,2191,12400,683,,,,,32461,
SC_trans_sell,10000,120000,25,3,0.98,,2.5%_brut,110000,539,12935,104142,,-2951,-3003,12400,,,,,,38338,
SC_trans_sell,10000,120000,25,3,0.98,,3.0%_brut,110000,539,12935,104142,,-2951,-3013,12400,,,,,,38348,
SC_trans_rent,10000,120000,25,3,0.98,600,,110000,539,19402,101065,,-2951,126,12400,-4117,,,,,39327,
SC_trans_rent,10000,120000,25,3,0.98,1000,,110000,539,19402,101065,,-2951,126,12400,683,,,,,34527,
SC_trans_sell,10000,120000,25,3,0.95,,2.5%_brut,110000,539,12935,104142,,-6049,-6155,12400,,,,,,41490,
SC_trans_sell,10000,120000,25,3,0.95,,3.0%_brut,110000,539,12935,104142,,-6049,-6176,12400,,,,,,41511,
SC_trans_rent,10000,120000,25,3,0.95,600,,110000,539,19402,101065,,-6049,-2972,12400,-4117,,,,,42424,
SC_trans_rent,10000,120000,25,3,0.95,1000,,110000,539,19402,101065,,-6049,-2972,12400,683,,,,,37624,
SC_trans_sell,10000,120000,25,5,1.0,,2.5%_brut,110000,539,12935,104142,,-886,-933,12400,,,,,,36268,
SC_trans_sell,10000,120000,25,5,1.0,,3.0%_brut,110000,539,12935,104142,,-886,-943,12400,,,,,,36278,
SC_trans_rent,10000,120000,25,5,1.0,600,,110000,539,32337,94598,,-886,8658,12400,-4117,,,,,39030,
SC_trans_rent,10000,120000,25,5,1.0,1000,,110000,539,32337,94598,,-886,8658,12400,683,,,,,24630,
SC_trans_sell,10000,120000,25,5,0.98,,2.5%_brut,110000,539,12935,104142,,-2951,-3109,12400,,,,,,38444,
SC_trans_sell,10000,120000,25,5,0.98,,3.0%_brut,110000,539,12935,104142,,-2951,-3141,12400,,,,,,38476,
SC_trans_rent,10000,120000,25,5,0.98,600,,110000,539,32337,94598,,-2951,6593,12400,-4117,,,,,41095,
SC_trans_rent,10000,120000,25,5,0.98,1000,,110000,539,32337,94598,,-2951,6593,12400,683,,,,,26695,
SC_trans_sell,10000,120000,25,5,0.95,,2.5%_brut,110000,539,12935,104142,,-6049,-6372,12400,,,,,,41707,
SC_trans_sell,10000,120000,25,5,0.95,,3.0%_brut,110000,539,12935,104142,,-6049,-6438,12400,,,,,,41773,
SC_trans_rent,10000,120000,25,5,0.95,600,,110000,539,32337,94598,,-6049,3495,12400,-4117,,,,,44192,
SC_trans_rent,10000,120000,25,5,0.95,1000,,110000,539,32337,94598,,-6049,3495,12400,683,,,,,29792,
SC_trans_sell,10000,120000,25,7,1.0,,2.5%_brut,110000,539,12935,104142,,-886,-966,12400,,,,,,36301,
SC_trans_sell,10000,120000,25,7,1.0,,3.0%_brut,110000,539,12935,104142,,-886,-983,12400,,,,,,36318,
SC_trans_rent,10000,120000,25,7,1.0,600,,110000,539,45272,87690,,-886,15565,12400,-4117,,,,,40357,
SC_trans_rent,10000,120000,25,7,1.0,1000,,110000,539,45272,87690,,-886,15565,12400,683,,,,,16357,
SC_trans_sell,10000,120000,25,7,0.98,,2.5%_brut,110000,539,12935,104142,,-2951,-3219,12400,,,,,,38554,
SC_trans_sell,10000,120000,25,7,0.98,,3.0%_brut,110000,539,12935,104142,,-2951,-3274,12400,,,,,,38609,
SC_trans_rent,10000,120000,25,7,0.98,600,,110000,539,45272,87690,,-2951,13500,12400,-4117,,,,,42422,
SC_trans_rent,10000,120000,25,7,0.98,1000,,110000,539,45272,87690,,-2951,13500,12400,683,,,,,18422,
SC_trans_sell,10000,120000,25,7,0.95,,2.5%_brut,110000,539,12935,104142,,-6049,-6597,12400,,,,,,41932,
SC_trans_sell,10000,120000,25,7,0.95,,3.0%_brut,110000,539,12935,104142,,-6049,-6711,12400,,,,,,42046,
SC_trans_rent,10000,120000,25,7,0.95,600,,110000,539,45272,87690,,-6049,10403,12400,-4117,,,,,45520,
SC_trans_rent,10000,120000,25,7,0.95,1000,,110000,539,45272,87690,,-6049,10403,12400,683,,,,,21520,
SC_trans_sell,30000,100000,10,2,1.0,,2.5%_brut,70000,686,16456,57782,,28264,28264,12400,,,,,,30592,
SC_trans_sell,30000,100000,10,2,1.0,,3.0%_brut,70000,686,16456,57782,,28264,28264,12400,,,,,,30592,
SC_trans_sell,30000,100000,10,2,0.98,,2.5%_brut,70000,686,16456,57782,,26543,26543,12400,,,,,,32312,
SC_trans_sell,30000,100000,10,2,0.98,,3.0%_brut,70000,686,16456,57782,,26543,26543,12400,,,,,,32312,
SC_trans_sell,30000,100000,10,2,0.95,,2.5%_brut,70000,686,16456,57782,,23962,23962,12400,,,,,,34894,
SC_trans_sell,30000,100000,10,2,0.95,,3.0%_brut,70000,686,16456,57782,,23962,23962,12400,,,,,,34894,
SC_trans_sell,30000,100000,10,3,1.0,,2.5%_brut,70000,686,16456,57782,,28264,28759,12400,,,,,,30097,
SC_trans_sell,30000,100000,10,3,1.0,,3.0%_brut,70000,686,16456,57782,,28264,28858,12400,,,,,,29998,
SC_trans_rent,30000,100000,10,3,1.0,600,,70000,686,24684,51365,,28264,34682,12400,-5878,,,,,30052,
SC_trans_rent,30000,100000,10,3,1.0,1000,,70000,686,24684,51365,,28264,34682,12400,-1078,,,,,25252,
SC_trans_sell,30000,100000,10,3,0.98,,2.5%_brut,70000,686,16456,57782,,26543,27008,12400,,,,,,31848,
SC_trans_sell,30000,100000,10,3,0.98,,3.0%_brut,70000,686,16456,57782,,26543,27101,12400,,,,,,31755,
SC_trans_rent,30000,100000,10,3,0.98,600,,70000,686,24684,51365,,26543,32961,12400,-5878,,,,,31773,
SC_trans_rent,30000,100000,10,3,0.98,1000,,70000,686,24684,51365,,26543,32961,12400,-1078,,,,,26973,
SC_trans_sell,30000,100000,10,3,0.95,,2.5%_brut,70000,686,16456,57782,,23962,24381,12400,,,,,,34475,
SC_trans_sell,30000,100000,10,3,0.95,,3.0%_brut,70000,686,16456,57782,,23962,24465,12400,,,,,,34391,
SC_trans_rent,30000,100000,10,3,0.95,600,,70000,686,24684,51365,,23962,30380,12400,-5878,,,,,34354,
SC_trans_rent,30000,100000,10,3,0.95,1000,,70000,686,24684,51365,,23962,30380,12400,-1078,,,,,29554,
SC_trans_sell,30000,100000,10,5,1.0,,2.5%_brut,70000,686,16456,57782,,28264,29774,12400,,,,,,29082,
SC_trans_sell,30000,100000,10,5,1.0,,3.0%_brut,70000,686,16456,57782,,28264,30083,12400,,,,,,28773,
SC_trans_rent,30000,100000,10,5,1.0,600,,70000,686,41140,37877,,28264,48169,12400,-5878,,,,,28320,
SC_trans_rent,30000,100000,10,5,1.0,1000,,70000,686,41140,37877,,28264,48169,12400,-1078,,,,,13920,
SC_trans_sell,30000,100000,10,5,0.98,,2.5%_brut,70000,686,16456,57782,,26543,27961,12400,,,,,,30894,
SC_trans_sell,30000,100000,10,5,0.98,,3.0%_brut,70000,686,16456,57782,,26543,28251,12400,,,,,,30605,
SC_trans_rent,30000,100000,10,5,0.98,600,,70000,686,41140,37877,,26543,46449,12400,-5878,,,,,30041,
SC_trans_rent,30000,100000,10,5,0.98,1000,,70000,686,41140,37877,,26543,46449,12400,-1078,,,,,15641,
SC_trans_sell,30000,100000,10,5,0.95,,2.5%_brut,70000,686,16456,57782,,23962,25242,12400,,,,,,33614,
SC_trans_sell,30000,100000,10,5,0.95,,3.0%_brut,70000,686,16456,57782,,23962,25504,12400,,,,,,33352,
SC_trans_rent,30000,100000,10,5,0.95,600,,70000,686,41140,37877,,23962,43867,12400,-5878,,,,,32623,
SC_trans_rent,30000,100000,10,5,0.95,1000,,70000,686,41140,37877,,23962,43867,12400,-1078,,,,,18223,
SC_trans_sell,30000,100000,10,7,1.0,,2.5%_brut,70000,686,16456,57782,,28264,30826,12400,,,,,,28030,
SC_trans_sell,30000,100000,10,7,1.0,,3.0%_brut,70000,686,16456,57782,,28264,31359,12400,,,,,,27496,
SC_trans_rent,30000,100000,10,7,1.0,600,,70000,686,57596,23471,,28264,62576,12400,-5878,,,,,25670,
SC_trans_rent,30000,100000,10,7,1.0,1000,,70000,686,57596,23471,,28264,62576,12400,-1078,,,,,1670,
SC_trans_sell,30000,100000,10,7,0.98,,2.5%_brut,70000,686,16456,57782,,26543,28949,12400,,,,,,29907,
SC_trans_sell,30000,100000,10,7,0.98,,3.0%_brut,70000,686,16456,57782,,26543,29450,12400,,,,,,29406,
SC_trans_rent,30000,100000,10,7,0.98,600,,70000,686,57596,23471,,26543,60855,12400,-5878,,,,,27391,
SC_trans_rent,30000,100000,10,7,0.98,1000,,70000,686,57596,23471,,26543,60855,12400,-1078,,,,,3391,
SC_trans_sell,30000,100000,10,7,0.95,,2.5%_brut,70000,686,16456,57782,,23962,26133,12400,,,,,,32722,
SC_trans_sell,30000,100000,10,7,0.95,,3.0%_brut,70000,686,16456,57782,,23962,26586,12400,,,,,,32270,
SC_trans_rent,30000,100000,10,7,0.95,600,,70000,686,57596,23471,,23962,58274,12400,-5878,,,,,29972,
SC_trans_rent,30000,100000,10,7,0.95,1000,,70000,686,57596,23471,,23962,58274,12400,-1078,,,,,5972,
SC_trans_sell,30000,100000,15,2,1.0,,2.5%_brut,70000,494,11846,62541,,23505,23505,12400,,,,,,30740,
SC_trans_sell,30000,100000,15,2,1.0,,3.0%_brut,70000,494,11846,62541,,23505,23505,12400,,,,,,30740,
SC_trans_sell,30000,100000,15,2,0.98,,2.5%_brut,70000,494,11846,62541,,21784,21784,12400,,,,,,32461,
SC_trans_sell,30000,100000,15,2,0.98,,3.0%_brut,70000,494,11846,62541,,21784,21784,12400,,,,,,32461,
SC_trans_sell,30000,100000,15,2,0.95,,2.5%_brut,70000,494,11846,62541,,19203,19203,12400,,,,,,35043,
SC_trans_sell,30000,100000,15,2,0.95,,3.0%_brut,70000,494,11846,62541,,19203,19203,12400,,,,,,35043,
SC_trans_sell,30000,100000,15,3,1.0,,2.5%_brut,70000,494,11846,62541,,23505,23917,12400,,,,,,30329,
SC_trans_sell,30000,100000,15,3,1.0,,3.0%_brut,70000,494,11846,62541,,23505,23999,12400,,,,,,30247,
SC_trans_rent,30000,100000,15,3,1.0,600,,70000,494,17769,58623,,23505,27423,12400,-3573,,,,,30395,
SC_trans_rent,30000,100000,15,3,1.0,1000,,70000,494,17769,58623,,23505,27423,12400,1227,,,,,25595,
SC_trans_sell,30000,100000,15,3,0.98,,2.5%_brut,70000,494,11846,62541,,21784,22166,12400,,,,,,32080,
SC_trans_sell,30000,100000,15,3,0.98,,3.0%_brut,70000,494,11846,62541,,21784,22242,12400,,,,,,32004,
SC_trans_rent,30000,100000,15,3,0.98,600,,70000,494,17769,58623,,21784,25702,12400,-3573,,,,,32116,
SC_trans_rent,30000,100000,15,3,0.98,1000,,70000,494,17769,58623,,21784,25702,12400,1227,,,,,27316,
SC_trans_sell,30000,100000,15,3,0.95,,2.5%_brut,70000,494,11846,62541,,19203,19539,12400,,,,,,34707,
SC_trans_sell,30000,100000,15,3,0.95,,3.0%_brut,70000,494,11846,62541,,19203,19606,12400,,,,,,34639,
SC_trans_rent,30000,100000,15,3,0.95,600,,70000,494,17769,58623,,19203,23121,12400,-3573,,,,,34698,
SC_trans_rent,30000,100000,15,3,0.95,1000,,70000,494,17769,58623,,19203,23121,12400,1227,,,,,29898,
SC_trans_sell,30000,100000,15,5,1.0,,2.5%_brut,70000,494,11846,62541,,23505,24761,12400,,,,,,29485,
SC_trans_sell,30000,100000,15,5,1.0,,3.0%_brut,70000,494,11846,62541,,23505,25018,12400,,,,,,29228,
SC_trans_rent,30000,100000,15,5,1.0,600,,70000,494,29614,50389,,23505,35657,12400,-3573,,,,,29307,
SC_trans_rent,30000,100000,15,5,1.0,1000,,70000,494,29614,50389,,23505,35657,12400,1227,,,,,14907,
SC_trans_sell,30000,100000,15,5,0.98,,2.5%_brut,70000,494,11846,62541,,21784,22948,12400,,,,,,31297,
SC_trans_sell,30000,100000,15,5,0.98,,3.0%_brut,70000,494,11846,62541,,21784,23186,12400,,,,,,31060,
SC_trans_rent,30000,100000,15,5,0.98,600,,70000,494,29614,50389,,21784,33936,12400,-3573,,,,,31028,
SC_trans_rent,30000,100000,15,5,0.98,1000,,70000,494,29614,50389,,21784,33936,12400,1227,,,,,16628,
SC_trans_sell,30000,100000,15,5,0.95,,2.5%_brut,70000,494,11846,62541,,19203,20229,12400,,,,,,34017,
SC_trans_sell,30000,100000,15,5,0.95,,3.0%_brut,70000,494,11846,62541,,19203,20438,12400,,,,,,33807,
SC_trans_rent,30000,100000,15,5,0.95,600,,70000,494,29614,50389,,19203,31355,12400,-3573,,,,,33609,
SC_trans_rent,30000,100000,15,5,0.95,1000,,70000,494,29614,50389,,19203,31355,12400,1227,,,,,19209,
SC_trans_sell,30000,100000,15,7,1.0,,2.5%_brut,70000,494,11846,62541,,23505,25635,12400,,,,,,28610,
SC_trans_sell,30000,100000,15,7,1.0,,3.0%_brut,70000,494,11846,62541,,23505,26079,12400,,,,,,28166,
SC_trans_rent,30000,100000,15,7,1.0,600,,70000,494,41460,41594,,23505,44452,12400,-3573,,,,,27658,
SC_trans_rent,30000,100000,15,7,1.0,1000,,70000,494,41460,41594,,23505,44452,12400,1227,,,,,3658,
SC_trans_sell,30000,100000,15,7,0.98,,2.5%_brut,70000,494,11846,62541,,21784,23759,12400,,,,,,30487,
SC_trans_sell,30000,100000,15,7,0.98,,3.0%_brut,70000,494,11846,62541,,21784,24170,12400,,,,,,30076,
SC_trans_rent,30000,100000,15,7,0.98,600,,70000,494,41460,41594,,21784,42731,12400,-3573,,,,,29379,
SC_trans_rent,30000,100000,15,7,0.98,1000,,70000,494,41460,41594,,21784,42731,12400,1227,,,,,5379,
SC_trans_sell,30000,100000,15,7,0.95,,2.5%_brut,70000,494,11846,62541,,19203,20943,12400,,,,,,33303,
SC_trans_sell,30000,100000,15,7,0.95,,3.0%_brut,70000,494,11846,62541,,19203,21306,12400,,,,,,32940,
SC_trans_rent,30000,100000,15,7,0.95,600,,70000,494,41460,41594,,19203,40150,12400,-3573,,,,,31960,
SC_trans_rent,30000,100000,15,7,0.95,1000,,70000,494,41460,41594,,19203,40150,12400,1227,,,,,7960,
SC_trans_sell,30000,100000,20,2,1.0,,2.5%_brut,70000,399,9572,64889,,21158,21158,12400,,,,,,30814,
SC_trans_sell,30000,100000,20,2,1.0,,3.0%_brut,70000,399,9572,64889,,21158,21158,12400,,,,,,30814,
SC_trans_sell,30000,100000,20,2,0.98,,2.5%_brut,70000,399,9572,64889,,19437,19437,12400,,,,,,32535,
SC_trans_sell,30000,100000,20,2,0.98,,3.0%_brut,70000,399,9572,64889,,19437,19437,12400,,,,,,32535,
SC_trans_sell,30000,100000,20,2,0.95,,2.5%_brut,70000,399,9572,64889,,16856,16856,12400,,,,,,35116,
SC_trans_sell,30000,100000,20,2,0.95,,3.0%_brut,70000,399,9572,64889,,16856,16856,12400,,,,,,35116,
SC_trans_sell,30000,100000,20,3,1.0,,2.5%_brut,70000,399,9572,64889,,21158,21528,12400,,,,,,30443,
SC_trans_sell,30000,100000,20,3,1.0,,3.0%_brut,70000,399,9572,64889,,21158,21602,12400,,,,,,30369,
SC_trans_rent,30000,100000,20,3,1.0,600,,70000,399,14357,62204,,21158,23843,12400,-2436,,,,,30565,
SC_trans_rent,30000,100000,20,3,1.0,1000,,70000,399,14357,62204,,21158,23843,12400,2364,,,,,25765,
SC_trans_sell,30000,100000,20,3,0.98,,2.5%_brut,70000,399,9572,64889,,19437,19777,12400,,,,,,32194,
SC_trans_sell,30000,100000,20,3,0.98,,3.0%_brut,70000,399,9572,64889,,19437,19845,12400,,,,,,32126,
SC_trans_rent,30000,100000,20,3,0.98,600,,70000,399,14357,62204,,19437,22122,12400,-2436,,,,,32286,
SC_trans_rent,30000,100000,20,3,0.98,1000,,70000,399,14357,62204,,19437,22122,12400,2364,,,,,27486,
SC_trans_sell,30000,100000,20,3,0.95,,2.5%_brut,70000,399,9572,64889,,16856,17151,12400,,,,,,34821,
SC_trans_sell,30000,100000,20,3,0.95,,3.0%_brut,70000,399,9572,64889,,16856,17210,12400,,,,,,34762,
SC_trans_rent,30000,100000,20,3,0.95,600,,70000,399,14357,62204,,16856,19540,12400,-2436,,,,,34867,
SC_trans_rent,30000,100000,20,3,0.95,1000,,70000,399,14357,62204,,16856,19540,12400,2364,,,,,30067,
SC_trans_sell,30000,100000,20,5,1.0,,2.5%_brut,70000,399,9572,64889,,21158,22288,12400,,,,,,29683,
SC_trans_sell,30000,100000,20,5,1.0,,3.0%_brut,70000,399,9572,64889,,21158,22519,12400,,,,,,29453,
SC_trans_rent,30000,100000,20,5,1.0,600,,70000,399,23929,56561,,21158,29485,12400,-2436,,,,,29794,
SC_trans_rent,30000,100000,20,5,1.0,1000,,70000,399,23929,56561,,21158,29485,12400,2364,,,,,15394,
SC_trans_sell,30000,100000,20,5,0.98,,2.5%_brut,70000,399,9572,64889,,19437,20475,12400,,,,,,31496,
SC_trans_sell,30000,100000,20,5,0.98,,3.0%_brut,70000,399,9572,64889,,19437,20687,12400,,,,,,31284,
SC_trans_rent,30000,100000,20,5,0.98,600,,70000,399,23929,56561,,19437,27764,12400,-2436,,,,,31515,
SC_trans_rent,30000,100000,20,5,0.98,1000,,70000,399,23929,56561,,19437,27764,12400,2364,,,,,17115,
SC_trans_sell,30000,100000,20,5,0.95,,2.5%_brut,70000,399,9572,64889,,16856,17756,12400,,,,,,34216,
SC_trans_sell,30000,100000,20,5,0.95,,3.0%_brut,70000,399,9572,64889,,16856,17940,12400,,,,,,34032,
SC_trans_rent,30000,100000,20,5,0.95,600,,70000,399,23929,56561,,16856,25183,12400,-2436,,,,,34096,
SC_trans_rent,30000,100000,20,5,0.95,1000,,70000,399,23929,56561,,16856,25183,12400,2364,,,,,19696,
SC_trans_sell,30000,100000,20,7,1.0,,2.5%_brut,70000,399,9572,64889,,21158,23075,12400,,,,,,28896,
SC_trans_sell,30000,100000,20,7,1.0,,3.0%_brut,70000,399,9572,64889,,21158,23475,12400,,,,,,28497,
SC_trans_rent,30000,100000,20,7,1.0,600,,70000,399,33500,50534,,21158,35512,12400,-2436,,,,,28638,
SC_trans_rent,30000,100000,20,7,1.0,1000,,70000,399,33500,50534,,21158,35512,12400,2364,,,,,4638,
SC_trans_sell,30000,100000,20,7,0.98,,2.5%_brut,70000,399,9572,64889,,19437,21198,12400,,,,,,30773,
SC_trans_sell,30000,100000,20,7,0.98,,3.0%_brut,70000,399,9572,64889,,19437,21565,12400,,,,,,30406,
SC_trans_rent,30000,100000,20,7,0.98,600,,70000,399,33500,50534,,19437,33791,12400,-2436,,,,,30359,
SC_trans_rent,30000,100000,20,7,0.98,1000,,70000,399,33500,50534,,19437,33791,12400,2364,,,,,6359,
SC_trans_sell,30000,100000,20,7,0.95,,2.5%_brut,70000,399,9572,64889,,16856,18383,12400,,,,,,33589,
SC_trans_sell,30000,100000,20,7,0.95,,3.0%_brut,70000,399,9572,64889,,16856,18701,12400,,,,,,33270,
SC_trans_rent,30000,100000,20,7,0.95,600,,70000,399,33500,50534,,16856,31210,12400,-2436,,,,,32941,
SC_trans_rent,30000,100000,20,7,0.95,1000,,70000,399,33500,50534,,16856,31210,12400,2364,,,,,8941,
SC_trans_sell,30000,100000,25,2,1.0,,2.5%_brut,70000,343,8231,66272,,19774,19774,12400,,,,,,30857,
SC_trans_sell,30000,100000,25,2,1.0,,3.0%_brut,70000,343,8231,66272,,19774,19774,12400,,,,,,30857,
SC_trans_sell,30000,100000,25,2,0.98,,2.5%_brut,70000,343,8231,66272,,18053,18053,12400,,,,,,32578,
SC_trans_sell,30000,100000,25,2,0.98,,3.0%_brut,70000,343,8231,66272,,18053,18053,12400,,,,,,32578,
SC_trans_sell,30000,100000,25,2,0.95,,2.5%_brut,70000,343,8231,66272,,15472,15472,12400,,,,,,35159,
SC_trans_sell,30000,100000,25,2,0.95,,3.0%_brut,70000,343,8231,66272,,15472,15472,12400,,,,,,35159,
SC_trans_sell,30000,100000,25,3,1.0,,2.5%_brut,70000,343,8231,66272,,19774,20120,12400,,,,,,30511,
SC_trans_sell,30000,100000,25,3,1.0,,3.0%_brut,70000,343,8231,66272,,19774,20190,12400,,,,,,30442,
SC_trans_rent,30000,100000,25,3,1.0,600,,70000,343,12347,64314,,19774,21733,12400,-1766,,,,,30664,
SC_trans_rent,30000,100000,25,3,1.0,1000,,70000,343,12347,64314,,19774,21733,12400,3034,,,,,25864,
SC_trans_sell,30000,100000,25,3,0.98,,2.5%_brut,70000,343,8231,66272,,18053,18369,12400,,,,,,32262,
SC_trans_sell,30000,100000,25,3,0.98,,3.0%_brut,70000,343,8231,66272,,18053,18433,12400,,,,,,32199,
SC_trans_rent,30000,100000,25,3,0.98,600,,70000,343,12347,64314,,18053,20012,12400,-1766,,,,,32385,
SC_trans_rent,30000,100000,25,3,0.98,1000,,70000,343,12347,64314,,18053,20012,12400,3034,,,,,27585,
SC_trans_sell,30000,100000,25,3,0.95,,2.5%_brut,70000,343,8231,66272,,15472,15743,12400,,,,,,34889,
SC_trans_sell,30000,100000,25,3,0.95,,3.0%_brut,70000,343,8231,66272,,15472,15797,12400,,,,,,34834,
SC_trans_rent,30000,100000,25,3,0.95,600,,70000,343,12347,64314,,15472,17430,12400,-1766,,,,,34967,
SC_trans_rent,30000,100000,25,3,0.95,1000,,70000,343,12347,64314,,15472,17430,12400,3034,,,,,30167,
SC_trans_sell,30000,100000,25,5,1.0,,2.5%_brut,70000,343,8231,66272,,19774,20831,12400,,,,,,29801,
SC_trans_sell,30000,100000,25,5,1.0,,3.0%_brut,70000,343,8231,66272,,19774,21047,12400,,,,,,29585,
SC_trans_rent,30000,100000,25,5,1.0,600,,70000,343,20578,60199,,19774,25848,12400,-1766,,,,,30081,
SC_trans_rent,30000,100000,25,5,1.0,1000,,70000,343,20578,60199,,19774,25848,12400,3034,,,,,15681,
SC_trans_sell,30000,100000,25,5,0.98,,2.5%_brut,70000,343,8231,66272,,18053,19018,12400,,,,,,31613,
SC_trans_sell,30000,100000,25,5,0.98,,3.0%_brut,70000,343,8231,66272,,18053,19215,12400,,,,,,31416,
SC_trans_rent,30000,100000,25,5,0.98,600,,70000,343,20578,60199,,18053,24127,12400,-1766,,,,,31801,
SC_trans_rent,30000,100000,25,5,0.98,1000,,70000,343,20578,60199,,18053,24127,12400,3034,,,,,17401,
SC_trans_sell,30000,100000,25,5,0.95,,2.5%_brut,70000,343,8231,66272,,15472,16299,12400,,,,,,34333,
SC_trans_sell,30000,100000,25,5,0.95,,3.0%_brut,70000,343,8231,66272,,15472,16467,12400,,,,,,34164,
SC_trans_rent,30000,100000,25,5,0.95,600,,70000,343,20578,60199,,15472,21546,12400,-1766,,,,,34383,
SC_trans_rent,30000,100000,25,5,0.95,1000,,70000,343,20578,60199,,15472,21546,12400,3034,,,,,19983,
SC_trans_sell,30000,100000,25,7,1.0,,2.5%_brut,70000,343,8231,66272,,19774,21566,12400,,,,,,29065,
SC_trans_sell,30000,100000,25,7,1.0,,3.0%_brut,70000,343,8231,66272,,19774,21940,12400,,,,,,28692,
SC_trans_rent,30000,100000,25,7,1.0,600,,70000,343,28810,55803,,19774,30244,12400,-1766,,,,,29216,
SC_trans_rent,30000,100000,25,7,1.0,1000,,70000,343,28810,55803,,19774,30244,12400,3034,,,,,5216,
SC_trans_sell,30000,100000,25,7,0.98,,2.5%_brut,70000,343,8231,66272,,18053,19689,12400,,,,,,30942,
SC_trans_sell,30000,100000,25,7,0.98,,3.0%_brut,70000,343,8231,66272,,18053,20030,12400,,,,,,30601,
SC_trans_rent,30000,100000,25,7,0.98,600,,70000,343,28810,55803,,18053,28523,12400,-1766,,,,,30937,
SC_trans_rent,30000,100000,25,7,0.98,1000,,70000,343,28810,55803,,18053,28523,12400,3034,,,,,6937,
SC_trans_sell,30000,100000,25,7,0.95,,2.5%_brut,70000,343,8231,66272,,15472,16874,12400,,,,,,33757,
SC_trans_sell,30000,100000,25,7,0.95,,3.0%_brut,70000,343,8231,66272,,15472,17166,12400,,,,,,33465,
SC_trans_rent,30000,100000,25,7,0.95,600,,70000,343,28810,55803,,15472,25941,12400,-1766,,,,,33519,
SC_trans_rent,30000,100000,25,7,0.95,1000,,70000,343,28810,55803,,15472,25941,12400,3034,,,,,9519,
SC_trans_sell,30000,110000,10,2,1.0,,2.5%_brut,80000,784,18807,66037,,28614,28614,12400,,,,,,32592,
SC_trans_sell,30000,110000,10,2,1.0,,3.0%_brut,80000,784,18807,66037,,28614,28614,12400,,,,,,32592,
SC_trans_sell,30000,110000,10,2,0.98,,2.5%_brut,80000,784,18807,66037,,26721,26721,12400,,,,,,34485,
SC_trans_sell,30000,110000,10,2,0.98,,3.0%_brut,80000,784,18807,66037,,26721,26721,12400,,,,,,34485,
SC_trans_sell,30000,110000,10,2,0.95,,2.5%_brut,80000,784,18807,66037,,23882,23882,12400,,,,,,37325,
SC_trans_sell,30000,110000,10,2,0.95,,3.0%_brut,80000,784,18807,66037,,23882,23882,12400,,,,,,37325,
SC_trans_sell,30000,110000,10,3,1.0,,2.5%_brut,80000,784,18807,66037,,28614,29115,12400,,,,,,32092,
SC_trans_sell,30000,110000,10,3,1.0,,3.0%_brut,80000,784,18807,66037,,28614,29215,12400,,,,,,31991,
SC_trans_rent,30000,110000,10,3,1.0,600,,80000,784,28210,58702,,28614,35949,12400,-7053,,,,,32311,
SC_trans_rent,30000,110000,10,3,1.0,1000,,80000,784,28210,58702,,28614,35949,12400,-2253,,,,,27511,
SC_trans_sell,30000,110000,10,3,0.98,,2.5%_brut,80000,784,18807,66037,,26721,27189,12400,,,,,,34018,
SC_trans_sell,30000,110000,10,3,0.98,,3.0%_brut,80000,784,18807,66037,,26721,27283,12400,,,,,,33924,
SC_trans_rent,30000,110000,10,3,0.98,600,,80000,784,28210,58702,,26721,34056,12400,-7053,,,,,34204,
SC_trans_rent,30000,110000,10,3,0.98,1000,,80000,784,28210,58702,,26721,34056,12400,-2253,,,,,29404,
SC_trans_sell,30000,110000,10,3,0.95,,2.5%_brut,80000,784,18807,66037,,23882,24300,12400,,,,,,36907,
SC_trans_sell,30000,110000,10,3,0.95,,3.0%_brut,80000,784,18807,66037,,23882,24383,12400,,,,,,36823,
