scenario,apport,prix_total,duree_emprunt_ans,horizon_ans,revente_factor,loyer_mois,rendement_label,principal,mensualite_mois,mortgage_paid_total,capital_restant,encaisse_revente,encaisse_Y2,proceeds_at_H,cout_childcare_total,cashflow_immo_an,net_immo_only,net_avec_babs_soir,net_avec_babs_mixte,net_avec_babs_comp,cout_net_total,heures_semaine
SC_trans_sell,30000,120000,20,2,0.98,,3.0%_brut,90000,513,12306,83428,,17762,17762,12400,,,,,,36944,
SC_trans_sell,30000,120000,20,2,0.95,,2.5%_brut,90000,513,12306,83428,,14665,14665,12400,,,,,,40042,
SC_trans_sell,30000,120000,20,2,0.95,,3.0%_brut,90000,513,12306,83428,,14665,14665,12400,,,,,,40042,
SC_trans_sell,30000,120000,20,3,1.0,,2.5%_brut,90000,513,12306,83428,,19828,20175,12400,,,,,,34532,
SC_trans_sell,30000,120000,20,3,1.0,,3.0%_brut,90000,513,12306,83428,,19828,20244,12400,,,,,,34462,
SC_trans_rent,30000,120000,20,3,1.0,600,,90000,513,18459,79976,,19828,23279,12400,-3803,,,,,35230,
SC_trans_rent,30000,120000,20,3,1.0,1000,,90000,513,18459,79976,,19828,23279,12400,997,,,,,30430,
SC_trans_sell,30000,120000,20,3,0.98,,2.5%_brut,90000,513,12306,83428,,17762,18073,12400,,,,,,36633,
SC_trans_sell,30000,120000,20,3,0.98,,3.0%_brut,90000,513,12306,83428,,17762,18135,12400,,,,,,36571,
SC_trans_rent,30000,120000,20,3,0.98,600,,90000,513,18459,79976,,17762,21214,12400,-3803,,,,,37295,
SC_trans_rent,30000,120000,20,3,0.98,1000,,90000,513,18459,79976,,17762,21214,12400,997,,,,,32495,
SC_trans_sell,30000,120000,20,3,0.95,,2.5%_brut,90000,513,12306,83428,,14665,14921,12400,,,,,,39785,
SC_trans_sell,30000,120000,20,3,0.95,,3.0%_brut,90000,513,12306,83428,,14665,14973,12400,,,,,,39734,
SC_trans_rent,30000,120000,20,3,0.95,600,,90000,513,18459,79976,,14665,18117,12400,-3803,,,,,40393,
SC_trans_rent,30000,120000,20,3,0.95,1000,,90000,513,18459,79976,,14665,18117,12400,997,,,,,35593,
SC_trans_sell,30000,120000,20,5,1.0,,2.5%_brut,90000,513,12306,83428,,19828,20887,12400,,,,,,33819,
SC_trans_sell,30000,120000,20,5,1.0,,3.0%_brut,90000,513,12306,83428,,19828,21103,12400,,,,,,33603,
SC_trans_rent,30000,120000,20,5,1.0,600,,90000,513,30766,72722,,19828,30534,12400,-3803,,,,,35582,
SC_trans_rent,30000,120000,20,5,1.0,1000,,90000,513,30766,72722,,19828,30534,12400,997,,,,,21182,
SC_trans_sell,30000,120000,20,5,0.98,,2.5%_brut,90000,513,12306,83428,,17762,18711,12400,,,,,,35995,
SC_trans_sell,30000,120000,20,5,0.98,,3.0%_brut,90000,513,12306,83428,,17762,18905,12400,,,,,,35801,
SC_trans_rent,30000,120000,20,5,0.98,600,,90000,513,30766,72722,,17762,28469,12400,-3803,,,,,37647,
SC_trans_rent,30000,120000,20,5,0.98,1000,,90000,513,30766,72722,,17762,28469,12400,997,,,,,23247,
SC_trans_sell,30000,120000,20,5,0.95,,2.5%_brut,90000,513,12306,83428,,14665,15448,12400,,,,,,39258,
SC_trans_sell,30000,120000,20,5,0.95,,3.0%_brut,90000,513,12306,83428,,14665,15608,12400,,,,,,39098,
SC_trans_rent,30000,120000,20,5,0.95,600,,90000,513,30766,72722,,14665,25371,12400,-3803,,,,,40744,
SC_trans_rent,30000,120000,20,5,0.95,1000,,90000,513,30766,72722,,14665,25371,12400,997,,,,,26344,
SC_trans_sell,30000,120000,20,7,1.0,,2.5%_brut,90000,513,12306,83428,,19828,21624,12400,,,,,,33082,
SC_trans_sell,30000,120000,20,7,1.0,,3.0%_brut,90000,513,12306,83428,,19828,21999,12400,,,,,,32708,
SC_trans_rent,30000,120000,20,7,1.0,600,,90000,513,43072,64973,,19828,38283,12400,-3803,,,,,35439,
SC_trans_rent,30000,120000,20,7,1.0,1000,,90000,513,43072,64973,,19828,38283,12400,997,,,,,11439,
SC_trans_sell,30000,120000,20,7,0.98,,2.5%_brut,90000,513,12306,83428,,17762,19372,12400,,,,,,35334,
SC_trans_sell,30000,120000,20,7,0.98,,3.0%_brut,90000,513,12306,83428,,17762,19707,12400,,,,,,34999,
SC_trans_rent,30000,120000,20,7,0.98,600,,90000,513,43072,64973,,17762,36218,12400,-3803,,,,,37504,
SC_trans_rent,30000,120000,20,7,0.98,1000,,90000,513,43072,64973,,17762,36218,12400,997,,,,,13504,
SC_trans_sell,30000,120000,20,7,0.95,,2.5%_brut,90000,513,12306,83428,,14665,15994,12400,,,,,,38713,
SC_trans_sell,30000,120000,20,7,0.95,,3.0%_brut,90000,513,12306,83428,,14665,16271,12400,,,,,,38436,
SC_trans_rent,30000,120000,20,7,0.95,600,,90000,513,43072,64973,,14665,33120,12400,-3803,,,,,40602,
SC_trans_rent,30000,120000,20,7,0.95,1000,,90000,513,43072,64973,,14665,33120,12400,997,,,,,16602,
SC_trans_sell,30000,120000,25,2,1.0,,2.5%_brut,90000,441,10583,85207,,18049,18049,12400,,,,,,34934,
SC_trans_sell,30000,120000,25,2,1.0,,3.0%_brut,90000,441,10583,85207,,18049,18049,12400,,,,,,34934,
SC_trans_sell,30000,120000,25,2,0.98,,2.5%_brut,90000,441,10583,85207,,15984,15984,12400,,,,,,36999,
SC_trans_sell,30000,120000,25,2,0.98,,3.0%_brut,90000,441,10583,85207,,15984,15984,12400,,,,,,36999,
SC_trans_sell,30000,120000,25,2,0.95,,2.5%_brut,90000,441,10583,85207,,12886,12886,12400,,,,,,40097,
SC_trans_sell,30000,120000,25,2,0.95,,3.0%_brut,90000,441,10583,85207,,12886,12886,12400,,,,,,40097,
SC_trans_sell,30000,120000,25,3,1.0,,2.5%_brut,90000,441,10583,85207,,18049,18365,12400,,,,,,34618,
SC_trans_sell,30000,120000,25,3,1.0,,3.0%_brut,90000,441,10583,85207,,18049,18428,12400,,,,,,34555,
SC_trans_rent,30000,120000,25,3,1.0,600,,90000,441,15875,82689,,18049,20566,12400,-2942,,,,,35358,
SC_trans_rent,30000,120000,25,3,1.0,1000,,90000,441,15875,82689,,18049,20566,12400,1858,,,,,30558,
SC_trans_sell,30000,120000,25,3,0.98,,2.5%_brut,90000,441,10583,85207,,15984,16263,12400,,,,,,36720,
SC_trans_sell,30000,120000,25,3,0.98,,3.0%_brut,90000,441,10583,85207,,15984,16319,12400,,,,,,36664,
SC_trans_rent,30000,120000,25,3,0.98,600,,90000,441,15875,82689,,15984,18501,12400,-2942,,,,,37423,
SC_trans_rent,30000,120000,25,3,0.98,1000,,90000,441,15875,82689,,15984,18501,12400,1858,,,,,32623,
SC_trans_sell,30000,120000,25,3,0.95,,2.5%_brut,90000,441,10583,85207,,12886,13112,12400,,,,,,39872,
SC_trans_sell,30000,120000,25,3,0.95,,3.0%_brut,90000,441,10583,85207,,12886,13157,12400,,,,,,39827,
SC_trans_rent,30000,120000,25,3,0.95,600,,90000,441,15875,82689,,12886,15404,12400,-2942,,,,,40521,
SC_trans_rent,30000,120000,25,3,0.95,1000,,90000,441,15875,82689,,12886,15404,12400,1858,,,,,35721,
SC_trans_sell,30000,120000,25,5,1.0,,2.5%_brut,90000,441,10583,85207,,18049,19013,12400,,,,,,33970,
SC_trans_sell,30000,120000,25,5,1.0,,3.0%_brut,90000,441,10583,85207,,18049,19210,12400,,,,,,33773,
SC_trans_rent,30000,120000,25,5,1.0,600,,90000,441,26458,77398,,18049,25858,12400,-2942,,,,,35950,
SC_trans_rent,30000,120000,25,5,1.0,1000,,90000,441,26458,77398,,18049,25858,12400,1858,,,,,21550,
SC_trans_sell,30000,120000,25,5,0.98,,2.5%_brut,90000,441,10583,85207,,15984,16838,12400,,,,,,36146,
SC_trans_sell,30000,120000,25,5,0.98,,3.0%_brut,90000,441,10583,85207,,15984,17012,12400,,,,,,35971,
SC_trans_rent,30000,120000,25,5,0.98,600,,90000,441,26458,77398,,15984,23792,12400,-2942,,,,,38016,
SC_trans_rent,30000,120000,25,5,0.98,1000,,90000,441,26458,77398,,15984,23792,12400,1858,,,,,23616,
SC_trans_sell,30000,120000,25,5,0.95,,2.5%_brut,90000,441,10583,85207,,12886,13574,12400,,,,,,39409,
SC_trans_sell,30000,120000,25,5,0.95,,3.0%_brut,90000,441,10583,85207,,12886,13715,12400,,,,,,39268,
SC_trans_rent,30000,120000,25,5,0.95,600,,90000,441,26458,77398,,12886,20695,12400,-2942,,,,,41113,
SC_trans_rent,30000,120000,25,5,0.95,1000,,90000,441,26458,77398,,12886,20695,12400,1858,,,,,26713,
SC_trans_sell,30000,120000,25,7,1.0,,2.5%_brut,90000,441,10583,85207,,18049,19684,12400,,,,,,33299,
SC_trans_sell,30000,120000,25,7,1.0,,3.0%_brut,90000,441,10583,85207,,18049,20025,12400,,,,,,32958,
SC_trans_rent,30000,120000,25,7,1.0,600,,90000,441,37041,71747,,18049,31509,12400,-2942,,,,,36182,
SC_trans_rent,30000,120000,25,7,1.0,1000,,90000,441,37041,71747,,18049,31509,12400,1858,,,,,12182,
SC_trans_sell,30000,120000,25,7,0.98,,2.5%_brut,90000,441,10583,85207,,15984,17432,12400,,,,,,35551,
SC_trans_sell,30000,120000,25,7,0.98,,3.0%_brut,90000,441,10583,85207,,15984,17734,12400,,,,,,35249,
SC_trans_rent,30000,120000,25,7,0.98,600,,90000,441,37041,71747,,15984,29444,12400,-2942,,,,,38247,
SC_trans_rent,30000,120000,25,7,0.98,1000,,90000,441,37041,71747,,15984,29444,12400,1858,,,,,14247,
SC_trans_sell,30000,120000,25,7,0.95,,2.5%_brut,90000,441,10583,85207,,12886,14054,12400,,,,,,38929,
SC_trans_sell,30000,120000,25,7,0.95,,3.0%_brut,90000,441,10583,85207,,12886,14297,12400,,,,,,38686,
SC_trans_rent,30000,120000,25,7,0.95,600,,90000,441,37041,71747,,12886,26346,12400,-2942,,,,,41345,
SC_trans_rent,30000,120000,25,7,0.95,1000,,90000,441,37041,71747,,12886,26346,12400,1858,,,,,17345,
SC_trans_sell,50000,100000,10,2,1.0,,2.5%_brut,50000,490,11754,41273,,44774,44774,12400,,,,,,29381,
SC_trans_sell,50000,100000,10,2,1.0,,3.0%_brut,50000,490,11754,41273,,44774,44774,12400,,,,,,29381,
SC_trans_sell,50000,100000,10,2,0.98,,2.5%_brut,50000,490,11754,41273,,43053,43053,12400,,,,,,31102,
SC_trans_sell,50000,100000,10,2,0.98,,3.0%_brut,50000,490,11754,41273,,43053,43053,12400,,,,,,31102,
SC_trans_sell,50000,100000,10,2,0.95,,2.5%_brut,50000,490,11754,41273,,40471,40471,12400,,,,,,33683,
SC_trans_sell,50000,100000,10,2,0.95,,3.0%_brut,50000,490,11754,41273,,40471,40471,12400,,,,,,33683,
SC_trans_sell,50000,100000,10,3,1.0,,2.5%_brut,50000,490,11754,41273,,44774,45557,12400,,,,,,28597,
SC_trans_sell,50000,100000,10,3,1.0,,3.0%_brut,50000,490,11754,41273,,44774,45714,12400,,,,,,28440,
SC_trans_rent,50000,100000,10,3,1.0,600,,50000,490,17631,36689,,44774,49358,12400,-3527,,,,,28324,
SC_trans_rent,50000,100000,10,3,1.0,1000,,50000,490,17631,36689,,44774,49358,12400,1273,,,,,23524,
SC_trans_sell,50000,100000,10,3,0.98,,2.5%_brut,50000,490,11754,41273,,43053,43806,12400,,,,,,30348,
SC_trans_sell,50000,100000,10,3,0.98,,3.0%_brut,50000,490,11754,41273,,43053,43957,12400,,,,,,30197,
SC_trans_rent,50000,100000,10,3,0.98,600,,50000,490,17631,36689,,43053,47637,12400,-3527,,,,,30045,
SC_trans_rent,50000,100000,10,3,0.98,1000,,50000,490,17631,36689,,43053,47637,12400,1273,,,,,25245,
SC_trans_sell,50000,100000,10,3,0.95,,2.5%_brut,50000,490,11754,41273,,40471,41179,12400,,,,,,32975,
SC_trans_sell,50000,100000,10,3,0.95,,3.0%_brut,50000,490,11754,41273,,40471,41321,12400,,,,,,32833,
SC_trans_rent,50000,100000,10,3,0.95,600,,50000,490,17631,36689,,40471,45055,12400,-3527,,,,,32626,
SC_trans_rent,50000,100000,10,3,0.95,1000,,50000,490,17631,36689,,40471,45055,12400,1273,,,,,27826,
SC_trans_sell,50000,100000,10,5,1.0,,2.5%_brut,50000,490,11754,41273,,44774,47166,12400,,,,,,26989,
SC_trans_sell,50000,100000,10,5,1.0,,3.0%_brut,50000,490,11754,41273,,44774,47654,12400,,,,,,26500,
SC_trans_rent,50000,100000,10,5,1.0,600,,50000,490,29386,27055,,44774,58991,12400,-3527,,,,,25744,
SC_trans_rent,50000,100000,10,5,1.0,1000,,50000,490,29386,27055,,44774,58991,12400,1273,,,,,11344,
SC_trans_sell,50000,100000,10,5,0.98,,2.5%_brut,50000,490,11754,41273,,43053,45353,12400,,,,,,28802,
SC_trans_sell,50000,100000,10,5,0.98,,3.0%_brut,50000,490,11754,41273,,43053,45822,12400,,,,,,28332,
SC_trans_rent,50000,100000,10,5,0.98,600,,50000,490,29386,27055,,43053,57271,12400,-3527,,,,,27465,
SC_trans_rent,50000,100000,10,5,0.98,1000,,50000,490,29386,27055,,43053,57271,12400,1273,,,,,13065,
SC_trans_sell,50000,100000,10,5,0.95,,2.5%_brut,50000,490,11754,41273,,40471,42633,12400,,,,,,31521,
SC_trans_sell,50000,100000,10,5,0.95,,3.0%_brut,50000,490,11754,41273,,40471,43075,12400,,,,,,31079,
SC_trans_rent,50000,100000,10,5,0.95,600,,50000,490,29386,27055,,40471,54689,12400,-3527,,,,,30046,
SC_trans_rent,50000,100000,10,5,0.95,1000,,50000,490,29386,27055,,40471,54689,12400,1273,,,,,15646,
SC_trans_sell,50000,100000,10,7,1.0,,2.5%_brut,50000,490,11754,41273,,44774,48831,12400,,,,,,25323,
SC_trans_sell,50000,100000,10,7,1.0,,3.0%_brut,50000,490,11754,41273,,44774,49676,12400,,,,,,24478,
SC_trans_rent,50000,100000,10,7,1.0,600,,50000,490,41140,16765,,44774,69282,12400,-3527,,,,,22508,
SC_trans_rent,50000,100000,10,7,1.0,1000,,50000,490,41140,16765,,44774,69282,12400,1273,,,,,-1492,
SC_trans_sell,50000,100000,10,7,0.98,,2.5%_brut,50000,490,11754,41273,,43053,46954,12400,,,,,,27200,
SC_trans_sell,50000,100000,10,7,0.98,,3.0%_brut,50000,490,11754,41273,,43053,47767,12400,,,,,,26387,
SC_trans_rent,50000,100000,10,7,0.98,600,,50000,490,41140,16765,,43053,67561,12400,-3527,,,,,24229,
SC_trans_rent,50000,100000,10,7,0.98,1000,,50000,490,41140,16765,,43053,67561,12400,1273,,,,,229,
SC_trans_sell,50000,100000,10,7,0.95,,2.5%_brut,50000,490,11754,41273,,40471,44139,12400,,,,,,30016,
SC_trans_sell,50000,100000,10,7,0.95,,3.0%_brut,50000,490,11754,41273,,40471,44903,12400,,,,,,29251,
SC_trans_rent,50000,100000,10,7,0.95,600,,50000,490,41140,16765,,40471,64979,12400,-3527,,,,,26810,
SC_trans_rent,50000,100000,10,7,0.95,1000,,50000,490,41140,16765,,40471,64979,12400,1273,,,,,2810,
SC_trans_sell,50000,100000,15,2,1.0,,2.5%_brut,50000,353,8461,44672,,41374,41374,12400,,,,,,29487,
SC_trans_sell,50000,100000,15,2,1.0,,3.0%_brut,50000,353,8461,44672,,41374,41374,12400,,,,,,29487,
SC_trans_sell,50000,100000,15,2,0.98,,2.5%_brut,50000,353,8461,44672,,39653,39653,12400,,,,,,31208,
SC_trans_sell,50000,100000,15,2,0.98,,3.0%_brut,50000,353,8461,44672,,39653,39653,12400,,,,,,31208,
SC_trans_sell,50000,100000,15,2,0.95,,2.5%_brut,50000,353,8461,44672,,37072,37072,12400,,,,,,33789,
SC_trans_sell,50000,100000,15,2,0.95,,3.0%_brut,50000,353,8461,44672,,37072,37072,12400,,,,,,33789,
SC_trans_sell,50000,100000,15,3,1.0,,2.5%_brut,50000,353,8461,44672,,41374,42098,12400,,,,,,28763,
SC_trans_sell,50000,100000,15,3,1.0,,3.0%_brut,50000,353,8461,44672,,41374,42243,12400,,,,,,28618,
SC_trans_rent,50000,100000,15,3,1.0,600,,50000,353,12692,41874,,41374,44173,12400,-1881,,,,,28569,
SC_trans_rent,50000,100000,15,3,1.0,1000,,50000,353,12692,41874,,41374,44173,12400,2919,,,,,23769,
SC_trans_sell,50000,100000,15,3,0.98,,2.5%_brut,50000,353,8461,44672,,39653,40347,12400,,,,,,30514,
SC_trans_sell,50000,100000,15,3,0.98,,3.0%_brut,50000,353,8461,44672,,39653,40486,12400,,,,,,30375,
SC_trans_rent,50000,100000,15,3,0.98,600,,50000,353,12692,41874,,39653,42452,12400,-1881,,,,,30290,
SC_trans_rent,50000,100000,15,3,0.98,1000,,50000,353,12692,41874,,39653,42452,12400,2919,,,,,25490,
SC_trans_sell,50000,100000,15,3,0.95,,2.5%_brut,50000,353,8461,44672,,37072,37721,12400,,,,,,33140,
SC_trans_sell,50000,100000,15,3,0.95,,3.0%_brut,50000,353,8461,44672,,37072,37850,12400,,,,,,33011,
SC_trans_rent,50000,100000,15,3,0.95,600,,50000,353,12692,41874,,37072,39870,12400,-1881,,,,,32871,
SC_trans_rent,50000,100000,15,3,0.95,1000,,50000,353,12692,41874,,37072,39870,12400,2919,,,,,28071,
SC_trans_sell,50000,100000,15,5,1.0,,2.5%_brut,50000,353,8461,44672,,41374,43585,12400,,,,,,27277,
SC_trans_sell,50000,100000,15,5,1.0,,3.0%_brut,50000,353,8461,44672,,41374,44036,12400,,,,,,26825,
SC_trans_rent,50000,100000,15,5,1.0,600,,50000,353,21153,35992,,41374,50054,12400,-1881,,,,,26449,
SC_trans_rent,50000,100000,15,5,1.0,1000,,50000,353,21153,35992,,41374,50054,12400,2919,,,,,12049,
SC_trans_sell,50000,100000,15,5,0.98,,2.5%_brut,50000,353,8461,44672,,39653,41772,12400,,,,,,29089,
SC_trans_sell,50000,100000,15,5,0.98,,3.0%_brut,50000,353,8461,44672,,39653,42204,12400,,,,,,28657,
SC_trans_rent,50000,100000,15,5,0.98,600,,50000,353,21153,35992,,39653,48333,12400,-1881,,,,,28170,
SC_trans_rent,50000,100000,15,5,0.98,1000,,50000,353,21153,35992,,39653,48333,12400,2919,,,,,13770,
SC_trans_sell,50000,100000,15,5,0.95,,2.5%_brut,50000,353,8461,44672,,37072,39053,12400,,,,,,31809,
SC_trans_sell,50000,100000,15,5,0.95,,3.0%_brut,50000,353,8461,44672,,37072,39457,12400,,,,,,31404,
SC_trans_rent,50000,100000,15,5,0.95,600,,50000,353,21153,35992,,37072,45752,12400,-1881,,,,,30751,
SC_trans_rent,50000,100000,15,5,0.95,1000,,50000,353,21153,35992,,37072,45752,12400,2919,,,,,16351,
SC_trans_sell,50000,100000,15,7,1.0,,2.5%_brut,50000,353,8461,44672,,41374,45123,12400,,,,,,25738,
SC_trans_sell,50000,100000,15,7,1.0,,3.0%_brut,50000,353,8461,44672,,41374,45905,12400,,,,,,24956,
SC_trans_rent,50000,100000,15,7,1.0,600,,50000,353,29614,29710,,41374,56336,12400,-1881,,,,,23928,
SC_trans_rent,50000,100000,15,7,1.0,1000,,50000,353,29614,29710,,41374,56336,12400,2919,,,,,-72,
SC_trans_sell,50000,100000,15,7,0.98,,2.5%_brut,50000,353,8461,44672,,39653,43247,12400,,,,,,27615,
SC_trans_sell,50000,100000,15,7,0.98,,3.0%_brut,50000,353,8461,44672,,39653,43996,12400,,,,,,26866,
SC_trans_rent,50000,100000,15,7,0.98,600,,50000,353,29614,29710,,39653,54615,12400,-1881,,,,,25649,
SC_trans_rent,50000,100000,15,7,0.98,1000,,50000,353,29614,29710,,39653,54615,12400,2919,,,,,1649,
SC_trans_sell,50000,100000,15,7,0.95,,2.5%_brut,50000,353,8461,44672,,37072,40431,12400,,,,,,30430,
SC_trans_sell,50000,100000,15,7,0.95,,3.0%_brut,50000,353,8461,44672,,37072,41131,12400,,,,,,29730,
SC_trans_rent,50000,100000,15,7,0.95,600,,50000,353,29614,29710,,37072,52034,12400,-1881,,,,,28230,
SC_trans_rent,50000,100000,15,7,0.95,1000,,50000,353,29614,29710,,37072,52034,12400,2919,,,,,4230,
SC_trans_sell,50000,100000,20,2,1.0,,2.5%_brut,50000,285,6837,46349,,39697,39697,12400,,,,,,29539,
SC_trans_sell,50000,100000,20,2,1.0,,3.0%_brut,50000,285,6837,46349,,39697,39697,12400,,,,,,29539,
SC_trans_sell,50000,100000,20,2,0.98,,2.5%_brut,50000,285,6837,46349,,37977,37977,12400,,,,,,31260,
SC_trans_sell,50000,100000,20,2,0.98,,3.0%_brut,50000,285,6837,46349,,37977,37977,12400,,,,,,31260,
SC_trans_sell,50000,100000,20,2,0.95,,2.5%_brut,50000,285,6837,46349,,35395,35395,12400,,,,,,33842,
SC_trans_sell,50000,100000,20,2,0.95,,3.0%_brut,50000,285,6837,46349,,35395,35395,12400,,,,,,33842,
SC_trans_sell,50000,100000,20,3,1.0,,2.5%_brut,50000,285,6837,46349,,39697,40392,12400,,,,,,28845,
SC_trans_sell,50000,100000,20,3,1.0,,3.0%_brut,50000,285,6837,46349,,39697,40531,12400,,,,,,28706,
SC_trans_rent,50000,100000,20,3,1.0,600,,50000,285,10255,44431,,39697,41615,12400,-1068,,,,,28690,
SC_trans_rent,50000,100000,20,3,1.0,1000,,50000,285,10255,44431,,39697,41615,12400,3732,,,,,23890,
SC_trans_sell,50000,100000,20,3,0.98,,2.5%_brut,50000,285,6837,46349,,37977,38641,12400,,,,,,30596,
SC_trans_sell,50000,100000,20,3,0.98,,3.0%_brut,50000,285,6837,46349,,37977,38774,12400,,,,,,30463,
SC_trans_rent,50000,100000,20,3,0.98,600,,50000,285,10255,44431,,37977,39894,12400,-1068,,,,,30411,
SC_trans_rent,50000,100000,20,3,0.98,1000,,50000,285,10255,44431,,37977,39894,12400,3732,,,,,25611,
SC_trans_sell,50000,100000,20,3,0.95,,2.5%_brut,50000,285,6837,46349,,35395,36015,12400,,,,,,33222,
SC_trans_sell,50000,100000,20,3,0.95,,3.0%_brut,50000,285,6837,46349,,35395,36138,12400,,,,,,33098,
SC_trans_rent,50000,100000,20,3,0.95,600,,50000,285,10255,44431,,35395,37313,12400,-1068,,,,,32992,
SC_trans_rent,50000,100000,20,3,0.95,1000,,50000,285,10255,44431,,35395,37313,12400,3732,,,,,28192,
SC_trans_sell,50000,100000,20,5,1.0,,2.5%_brut,50000,285,6837,46349,,39697,41818,12400,,,,,,27419,
SC_trans_sell,50000,100000,20,5,1.0,,3.0%_brut,50000,285,6837,46349,,39697,42251,12400,,,,,,26986,
SC_trans_rent,50000,100000,20,5,1.0,600,,50000,285,17092,40401,,39697,45646,12400,-1068,,,,,26796,
SC_trans_rent,50000,100000,20,5,1.0,1000,,50000,285,17092,40401,,39697,45646,12400,3732,,,,,12396,
SC_trans_sell,50000,100000,20,5,0.98,,2.5%_brut,50000,285,6837,46349,,37977,40005,12400,,,,,,29231,
SC_trans_sell,50000,100000,20,5,0.98,,3.0%_brut,50000,285,6837,46349,,37977,40420,12400,,,,,,28817,
SC_trans_rent,50000,100000,20,5,0.98,600,,50000,285,17092,40401,,37977,43925,12400,-1068,,,,,28517,
SC_trans_rent,50000,100000,20,5,0.98,1000,,50000,285,17092,40401,,37977,43925,12400,3732,,,,,14117,
SC_trans_sell,50000,100000,20,5,0.95,,2.5%_brut,50000,285,6837,46349,,35395,37286,12400,,,,,,31951,
SC_trans_sell,50000,100000,20,5,0.95,,3.0%_brut,50000,285,6837,46349,,35395,37672,12400,,,,,,31565,
SC_trans_rent,50000,100000,20,5,0.95,600,,50000,285,17092,40401,,35395,41343,12400,-1068,,,,,31099,
SC_trans_rent,50000,100000,20,5,0.95,1000,,50000,285,17092,40401,,35395,41343,12400,3732,,,,,16699,
SC_trans_sell,50000,100000,20,7,1.0,,2.5%_brut,50000,285,6837,46349,,39697,43295,12400,,,,,,25942,
SC_trans_sell,50000,100000,20,7,1.0,,3.0%_brut,50000,285,6837,46349,,39697,44044,12400,,,,,,25192,
SC_trans_rent,50000,100000,20,7,1.0,600,,50000,285,23929,36096,,39697,49951,12400,-1068,,,,,24628,
SC_trans_rent,50000,100000,20,7,1.0,1000,,50000,285,23929,36096,,39697,49951,12400,3732,,,,,628,
SC_trans_sell,50000,100000,20,7,0.98,,2.5%_brut,50000,285,6837,46349,,37977,41418,12400,,,,,,27819,
SC_trans_sell,50000,100000,20,7,0.98,,3.0%_brut,50000,285,6837,46349,,37977,42135,12400,,,,,,27102,
SC_trans_rent,50000,100000,20,7,0.98,600,,50000,285,23929,36096,,37977,48230,12400,-1068,,,,,26349,
SC_trans_rent,50000,100000,20,7,0.98,1000,,50000,285,23929,36096,,37977,48230,12400,3732,,,,,2349,
SC_trans_sell,50000,100000,20,7,0.95,,2.5%_brut,50000,285,6837,46349,,35395,38603,12400,,,,,,30634,
SC_trans_sell,50000,100000,20,7,0.95,,3.0%_brut,50000,285,6837,46349,,35395,39271,12400,,,,,,29966,
SC_trans_rent,50000,100000,20,7,0.95,600,,50000,285,23929,36096,,35395,45648,12400,-1068,,,,,28931,
SC_trans_rent,50000,100000,20,7,0.95,1000,,50000,285,23929,36096,,35395,45648,12400,3732,,,,,4931,
SC_trans_sell,50000,100000,25,2,1.0,,2.5%_brut,50000,245,5880,47337,,38709,38709,12400,,,,,,29570,
SC_trans_sell,50000,100000,25,2,1.0,,3.0%_brut,50000,245,5880,47337,,38709,38709,12400,,,,,,29570,
SC_trans_sell,50000,100000,25,2,0.98,,2.5%_brut,50000,245,5880,47337,,36988,36988,12400,,,,,,31291,
SC_trans_sell,50000,100000,25,2,0.98,,3.0%_brut,50000,245,5880,47337,,36988,36988,12400,,,,,,31291,
SC_trans_sell,50000,100000,25,2,0.95,,2.5%_brut,50000,245,5880,47337,,34407,34407,12400,,,,,,33873,
SC_trans_sell,50000,100000,25,2,0.95,,3.0%_brut,50000,245,5880,47337,,34407,34407,12400,,,,,,33873,
SC_trans_sell,50000,100000,25,3,1.0,,2.5%_brut,50000,245,5880,47337,,38709,39387,12400,,,,,,28893,
SC_trans_sell,50000,100000,25,3,1.0,,3.0%_brut,50000,245,5880,47337,,38709,39522,12400,,,,,,28757,
SC_trans_rent,50000,100000,25,3,1.0,600,,50000,245,8819,45939,,38709,40108,12400,-590,,,,,28761,
SC_trans_rent,50000,100000,25,3,1.0,1000,,50000,245,8819,45939,,38709,40108,12400,4210,,,,,23961,
SC_trans_sell,50000,100000,25,3,0.98,,2.5%_brut,50000,245,5880,47337,,36988,37636,12400,,,,,,30644,
SC_trans_sell,50000,100000,25,3,0.98,,3.0%_brut,50000,245,5880,47337,,36988,37765,12400,,,,,,30514,
SC_trans_rent,50000,100000,25,3,0.98,600,,50000,245,8819,45939,,36988,38387,12400,-590,,,,,30482,
SC_trans_rent,50000,100000,25,3,0.98,1000,,50000,245,8819,45939,,36988,38387,12400,4210,,,,,25682,
SC_trans_sell,50000,100000,25,3,0.95,,2.5%_brut,50000,245,5880,47337,,34407,35009,12400,,,,,,33270,
SC_trans_sell,50000,100000,25,3,0.95,,3.0%_brut,50000,245,5880,47337,,34407,35130,12400,,,,,,33150,
SC_trans_rent,50000,100000,25,3,0.95,600,,50000,245,8819,45939,,34407,35806,12400,-590,,,,,33064,
SC_trans_rent,50000,100000,25,3,0.95,1000,,50000,245,8819,45939,,34407,35806,12400,4210,,,,,28264,
SC_trans_sell,50000,100000,25,5,1.0,,2.5%_brut,50000,245,5880,47337,,38709,40777,12400,,,,,,27502,
SC_trans_sell,50000,100000,25,5,1.0,,3.0%_brut,50000,245,5880,47337,,38709,41200,12400,,,,,,27080,
